Airline,Date_of_Journey,Source,Destination,Dep_Time,Arrival_Time,Duration,Total_Stops,Price
Air India,21-05-2022,Delhi,Cochin,07:05:00,09:25 22 ,26h 20m,2 stops,10975
Jet Airways,06-06-2022,Delhi,Cochin,19:15:00,04:25 07 ,9h 10m,1 stop,10262
Multiple carriers,27-06-2022,Delhi,Cochin,12:50:00,21:00,8h 10m,1 stop,6007
IndiGo,21-03-2022,Chennai,Kolkata,11:35:00,14:00,2h 25m,non-stop,3858
IndiGo,27-06-2022,Delhi,Cochin,14:20:00,22:30,8h 10m,1 stop,6412
Air India,21-04-2022,Kolkata,Banglore,14:15:00,16:45,2h 30m,non-stop,6245
Air India,09-06-2022,Delhi,Cochin,19:45:00,19:15 10 ,23h 30m,2 stops,9968
Multiple carriers,09-03-2022,Delhi,Cochin,02:15:00,12:55,10h 40m,1 stop,18260
IndiGo,03-03-2022,Banglore,New Delhi,18:25:00,21:20,2h 55m,non-stop,8855
Jet Airways,24-05-2022,Kolkata,Banglore,08:25:00,18:15,9h 50m,1 stop,10844
SpiceJet,27-05-2022,Chennai,Kolkata,08:20:00,10:35,2h 15m,non-stop,3597
Jet Airways,06-05-2022,Kolkata,Banglore,17:00:00,21:05 07 ,28h 5m,1 stop,13067
Jet Airways,12-03-2022,Banglore,New Delhi,16:55:00,10:45 13 ,17h 50m,1 stop,13817
Air India,12-03-2022,Banglore,New Delhi,06:45:00,23:15,16h 30m,1 stop,11602
Jet Airways,09-05-2022,Kolkata,Banglore,16:30:00,18:15 10 ,25h 45m,1 stop,13941
Jet Airways,15-05-2022,Kolkata,Banglore,20:25:00,19:10 16 ,22h 45m,1 stop,14151
IndiGo,15-05-2022,Banglore,Delhi,04:00:00,06:50,2h 50m,non-stop,3943
Jet Airways,12-05-2022,Kolkata,Banglore,06:30:00,18:15,11h 45m,1 stop,10844
SpiceJet,18-06-2022,Mumbai,Hyderabad,05:45:00,07:15,1h 30m,non-stop,2753
Jet Airways,12-06-2022,Delhi,Cochin,02:15:00,19:00,16h 45m,1 stop,14714
Multiple carriers,18-05-2022,Delhi,Cochin,07:05:00,16:10,9h 5m,1 stop,9646
Jet Airways,09-05-2022,Delhi,Cochin,07:05:00,12:35,5h 30m,1 stop,15554
Air India,18-03-2022,Banglore,New Delhi,10:30:00,17:45,7h 15m,2 stops,13261
Jet Airways,18-03-2022,Banglore,New Delhi,11:40:00,05:05 16 ,17h 25m,1 stop,11087
Jet Airways,15-06-2022,Delhi,Cochin,05:30:00,19:00,13h 30m,2 stops,11507
Multiple carriers,09-05-2022,Delhi,Cochin,19:00:00,01:30 10 ,6h 30m,1 stop,9424
GoAir,12-04-2022,Banglore,Delhi,11:40:00,14:30,2h 50m,non-stop,4937
SpiceJet,06-06-2022,Banglore,Delhi,21:10:00,00:05 07 ,2h 55m,non-stop,3257
IndiGo,06-05-2022,Banglore,Delhi,08:30:00,11:20,2h 50m,non-stop,4823
IndiGo,12-05-2022,Chennai,Kolkata,22:05:00,00:25 13 ,2h 20m,non-stop,5277
SpiceJet,09-04-2022,Kolkata,Banglore,17:10:00,19:40,2h 30m,non-stop,3873
Jet Airways,24-05-2022,Kolkata,Banglore,16:30:00,04:40 25 ,12h 10m,1 stop,10844
Multiple carriers,27-05-2022,Delhi,Cochin,17:00:00,01:30 28 ,8h 30m,1 stop,7198
Air India,15-05-2022,Delhi,Cochin,05:10:00,08:00,2h 50m,non-stop,6094
IndiGo,03-05-2022,Banglore,Delhi,06:05:00,08:50,2h 45m,non-stop,3943
IndiGo,15-05-2022,Banglore,Delhi,21:15:00,00:15 16 ,3h,non-stop,3943
Jet Airways,01-04-2022,Kolkata,Banglore,20:00:00,12:00 02 ,16h,1 stop,12681
Vistara,15-04-2022,Banglore,Delhi,17:00:00,19:35,2h 35m,non-stop,5613
SpiceJet,24-05-2022,Kolkata,Banglore,09:00:00,11:25,2h 25m,non-stop,3873
Jet Airways,27-05-2022,Delhi,Cochin,13:00:00,12:35 28 ,23h 35m,1 stop,12898
Jet Airways,09-05-2022,Delhi,Cochin,05:30:00,04:25 10 ,22h 55m,2 stops,15129
SpiceJet,09-05-2022,Chennai,Kolkata,08:20:00,10:35,2h 15m,non-stop,3911
IndiGo,12-06-2022,Delhi,Cochin,21:05:00,00:20 13 ,3h 15m,non-stop,6015
Jet Airways,01-03-2022,Banglore,New Delhi,16:55:00,23:00,6h 5m,1 stop,54826
IndiGo,27-03-2022,Delhi,Cochin,20:30:00,01:35 28 ,5h 5m,1 stop,5073
IndiGo,21-03-2022,Chennai,Kolkata,05:15:00,07:35,2h 20m,non-stop,4326
Air India,24-06-2022,Delhi,Cochin,16:40:00,19:15 25 ,26h 35m,2 stops,9443
Jet Airways,03-06-2022,Mumbai,Hyderabad,10:20:00,11:50,1h 30m,non-stop,8040
Jet Airways,03-04-2022,Banglore,Delhi,06:00:00,08:45,2h 45m,non-stop,7229
IndiGo,15-06-2022,Banglore,Delhi,13:00:00,15:50,2h 50m,non-stop,3943
Air India,06-03-2022,Banglore,New Delhi,12:00:00,23:25,11h 25m,3 stops,14195
Jet Airways,15-06-2022,Delhi,Cochin,09:35:00,04:25 16 ,18h 50m,2 stops,13292
IndiGo,03-04-2022,Kolkata,Banglore,11:30:00,14:05,2h 35m,non-stop,4174
Jet Airways,06-03-2022,Banglore,New Delhi,07:00:00,21:20,14h 20m,1 stop,16736
Jet Airways,12-05-2022,Banglore,Delhi,06:00:00,08:45,2h 45m,non-stop,5198
Multiple carriers,03-06-2022,Delhi,Cochin,07:05:00,19:15,12h 10m,1 stop,15058
IndiGo,03-04-2022,Delhi,Cochin,10:35:00,15:35,5h,1 stop,5073
Multiple carriers,15-05-2022,Delhi,Cochin,08:00:00,19:00,11h,1 stop,10197
SpiceJet,27-06-2022,Chennai,Kolkata,17:45:00,20:05,2h 20m,non-stop,3543
Jet Airways,27-06-2022,Banglore,Delhi,17:45:00,20:45,3h,non-stop,7229
Air India,01-06-2022,Delhi,Cochin,12:00:00,07:40 02 ,19h 40m,2 stops,10966
Jet Airways,24-03-2022,Kolkata,Banglore,13:55:00,23:25,9h 30m,1 stop,11134
Air Asia,06-04-2022,Kolkata,Banglore,22:50:00,01:20 07 ,2h 30m,non-stop,3807
Air India,06-05-2022,Banglore,Delhi,13:20:00,16:10,2h 50m,non-stop,5228
IndiGo,12-06-2022,Chennai,Kolkata,14:45:00,17:05,2h 20m,non-stop,3597
Air Asia,18-05-2022,Banglore,Delhi,11:10:00,13:55,2h 45m,non-stop,4483
Jet Airways,24-06-2022,Delhi,Cochin,11:30:00,04:25 25 ,16h 55m,1 stop,10262
SpiceJet,06-06-2022,Delhi,Cochin,08:45:00,13:15,4h 30m,1 stop,5158
Air India,21-03-2022,Banglore,New Delhi,22:00:00,23:20 19 ,25h 20m,1 stop,6010
Jet Airways,12-06-2022,Delhi,Cochin,14:35:00,12:35 13 ,22h,2 stops,13376
Jet Airways,21-03-2022,Delhi,Cochin,05:40:00,04:25 22 ,22h 45m,2 stops,11543
Multiple carriers,06-03-2022,Delhi,Cochin,09:55:00,19:15,9h 20m,1 stop,15342
SpiceJet,15-03-2022,Banglore,New Delhi,09:35:00,12:30,2h 55m,non-stop,6309
Vistara,24-05-2022,Banglore,Delhi,19:30:00,22:15,2h 45m,non-stop,5823
Vistara,24-03-2022,Banglore,New Delhi,11:30:00,14:10,2h 40m,non-stop,5403
SpiceJet,01-06-2022,Kolkata,Banglore,06:55:00,09:30,2h 35m,non-stop,3873
Jet Airways,27-05-2022,Delhi,Cochin,21:50:00,19:00 28 ,21h 10m,1 stop,12898
IndiGo,15-05-2022,Delhi,Cochin,17:10:00,01:30 16 ,8h 20m,1 stop,6979
Air India,12-05-2022,Kolkata,Banglore,16:45:00,16:15 13 ,23h 30m,2 stops,13437
Jet Airways,27-03-2022,Delhi,Cochin,11:30:00,04:25 28 ,16h 55m,1 stop,6017
Jet Airways,21-03-2022,Delhi,Cochin,07:05:00,12:35,5h 30m,1 stop,14053
IndiGo,06-03-2022,Chennai,Kolkata,11:35:00,14:00,2h 25m,non-stop,7295
Jet Airways,12-06-2022,Kolkata,Banglore,18:55:00,19:50 13 ,24h 55m,1 stop,13044
Jet Airways,03-05-2022,Banglore,Delhi,11:10:00,14:05,2h 55m,non-stop,4030
Air India,06-03-2022,Banglore,New Delhi,08:15:00,11:20 07 ,27h 5m,2 stops,13942
Jet Airways,12-05-2022,Kolkata,Banglore,06:30:00,18:15,11h 45m,1 stop,14781
SpiceJet,24-03-2022,Banglore,New Delhi,05:45:00,08:35,2h 50m,non-stop,3579
Air India,27-05-2022,Delhi,Cochin,22:00:00,19:15 28 ,21h 15m,2 stops,10231
IndiGo,27-05-2022,Delhi,Cochin,06:50:00,12:10,5h 20m,1 stop,5530
Jet Airways,12-05-2022,Kolkata,Banglore,14:05:00,19:50,5h 45m,1 stop,10844
Air India,06-06-2022,Delhi,Cochin,08:00:00,19:15,11h 15m,1 stop,8372
Jet Airways,09-03-2022,Delhi,Cochin,06:50:00,19:45,12h 55m,1 stop,16289
Air India,06-05-2022,Delhi,Cochin,22:00:00,19:15 07 ,21h 15m,2 stops,11701
Multiple carriers Premium economy,21-03-2022,Delhi,Cochin,06:00:00,15:30,9h 30m,1 stop,11269
Multiple carriers,18-05-2022,Delhi,Cochin,13:00:00,01:30 19 ,12h 30m,1 stop,9385
Jet Airways,24-05-2022,Kolkata,Banglore,17:00:00,23:35,6h 35m,1 stop,14151
Jet Airways,09-04-2022,Banglore,Delhi,08:20:00,11:20,3h,non-stop,4544
Jet Airways,12-03-2022,Banglore,New Delhi,20:35:00,10:45 13 ,14h 10m,1 stop,11087
IndiGo,03-06-2022,Kolkata,Banglore,04:40:00,07:15,2h 35m,non-stop,5224
IndiGo,27-06-2022,Kolkata,Banglore,09:35:00,12:10,2h 35m,non-stop,4804
Air India,12-03-2022,Mumbai,Hyderabad,05:55:00,20:35,14h 40m,1 stop,6901
Multiple carriers,21-03-2022,Delhi,Cochin,14:35:00,22:20,7h 45m,1 stop,5999
Vistara,09-04-2022,Banglore,Delhi,21:00:00,23:50,2h 50m,non-stop,5403
Jet Airways,12-06-2022,Delhi,Cochin,05:30:00,19:00,13h 30m,2 stops,13014
Jet Airways,06-05-2022,Mumbai,Hyderabad,07:05:00,08:30,1h 25m,non-stop,4995
Jet Airways,21-05-2022,Kolkata,Banglore,06:30:00,08:15 22 ,25h 45m,1 stop,13941
Jet Airways,03-06-2022,Delhi,Cochin,21:25:00,19:00 04 ,21h 35m,2 stops,11507
Multiple carriers,15-06-2022,Delhi,Cochin,08:00:00,19:00,11h,1 stop,12192
Multiple carriers,27-05-2022,Delhi,Cochin,18:00:00,01:30 28 ,7h 30m,1 stop,7198
IndiGo,21-06-2022,Delhi,Cochin,14:25:00,17:40,3h 15m,non-stop,5000
SpiceJet,03-04-2022,Kolkata,Banglore,06:55:00,09:30,2h 35m,non-stop,3841
Jet Airways,21-03-2022,Delhi,Cochin,13:00:00,18:50,5h 50m,1 stop,12347
Vistara,15-06-2022,Chennai,Kolkata,17:45:00,20:05,2h 20m,non-stop,11982
Jet Airways,09-05-2022,Delhi,Cochin,05:30:00,04:25 10 ,22h 55m,2 stops,13029
Jet Airways,06-03-2022,Banglore,New Delhi,20:35:00,08:15 07 ,11h 40m,1 stop,16736
IndiGo,15-04-2022,Kolkata,Banglore,17:15:00,19:50,2h 35m,non-stop,4174
SpiceJet,27-06-2022,Kolkata,Banglore,09:00:00,11:25,2h 25m,non-stop,3841
Jet Airways,06-03-2022,Delhi,Cochin,19:45:00,19:45 07 ,24h,1 stop,17024
IndiGo,24-05-2022,Banglore,Delhi,21:15:00,00:15 25 ,3h,non-stop,3943
IndiGo,03-06-2022,Delhi,Cochin,11:55:00,22:30,10h 35m,1 stop,6442
Air India,09-03-2022,Delhi,Cochin,07:05:00,19:15 10 ,36h 10m,2 stops,11762
SpiceJet,24-04-2022,Kolkata,Banglore,09:00:00,11:25,2h 25m,non-stop,4174
IndiGo,18-06-2022,Kolkata,Banglore,04:40:00,07:15,2h 35m,non-stop,4804
Multiple carriers,06-06-2022,Delhi,Cochin,14:00:00,01:30 07 ,11h 30m,1 stop,13377
Jet Airways,01-04-2022,Banglore,Delhi,11:10:00,14:05,2h 55m,non-stop,7229
IndiGo,15-03-2022,Banglore,New Delhi,22:20:00,01:10 16 ,2h 50m,non-stop,8855
Multiple carriers,27-06-2022,Delhi,Cochin,10:20:00,19:15,8h 55m,1 stop,7741
Jet Airways,01-03-2022,Banglore,New Delhi,08:00:00,13:15,5h 15m,1 stop,22270
Multiple carriers,03-06-2022,Delhi,Cochin,08:45:00,21:00,12h 15m,1 stop,7740
Air India,09-06-2022,Kolkata,Banglore,09:50:00,12:30 10 ,26h 40m,2 stops,14960
Jet Airways,27-03-2022,Delhi,Cochin,09:55:00,18:50,8h 55m,1 stop,12032
Air India,06-03-2022,Mumbai,Hyderabad,21:05:00,22:25,1h 20m,non-stop,5462
Jet Airways,21-03-2022,Delhi,Cochin,19:45:00,18:50 22 ,23h 5m,1 stop,12347
Air India,27-03-2022,Chennai,Kolkata,11:40:00,13:55,2h 15m,non-stop,3145
Jet Airways,21-03-2022,Banglore,New Delhi,11:40:00,20:20,8h 40m,1 stop,7832
IndiGo,21-06-2022,Kolkata,Banglore,15:15:00,17:45,2h 30m,non-stop,4804
IndiGo,09-03-2022,Delhi,Cochin,02:05:00,07:10,5h 5m,1 stop,10482
Jet Airways,18-05-2022,Delhi,Cochin,11:30:00,04:25 19 ,16h 55m,1 stop,12373
Multiple carriers,03-03-2022,Delhi,Cochin,07:05:00,22:20,15h 15m,1 stop,10478
Jet Airways,18-05-2022,Delhi,Cochin,09:40:00,04:25 19 ,18h 45m,2 stops,13029
Air India,21-03-2022,Delhi,Cochin,12:30:00,09:25 22 ,20h 55m,1 stop,6482
Jet Airways,18-05-2022,Delhi,Cochin,09:00:00,19:00,10h,1 stop,15554
Multiple carriers,12-06-2022,Delhi,Cochin,08:45:00,19:00,10h 15m,1 stop,11789
IndiGo,24-03-2022,Kolkata,Banglore,14:30:00,20:10,5h 40m,1 stop,9413
Air India,09-06-2022,Kolkata,Banglore,16:45:00,21:05 10 ,28h 20m,1 stop,7662
Multiple carriers,21-05-2022,Delhi,Cochin,19:00:00,01:30 22 ,6h 30m,1 stop,7888
Air Asia,15-05-2022,Kolkata,Banglore,07:35:00,23:30,15h 55m,1 stop,5192
Multiple carriers,24-06-2022,Delhi,Cochin,10:20:00,21:00,10h 40m,1 stop,6007
Jet Airways,27-05-2022,Delhi,Cochin,10:00:00,12:35 28 ,26h 35m,1 stop,12898
Air India,18-03-2022,Banglore,New Delhi,08:50:00,10:35 16 ,25h 45m,2 stops,11885
Vistara,24-03-2022,Kolkata,Banglore,17:00:00,22:55,5h 55m,1 stop,14360
Air India,12-05-2022,Kolkata,Banglore,16:45:00,12:30 13 ,19h 45m,2 stops,14330
Multiple carriers,27-03-2022,Delhi,Cochin,13:05:00,22:20,9h 15m,1 stop,6076
SpiceJet,01-03-2022,Kolkata,Banglore,06:55:00,09:35,2h 40m,non-stop,4622
Jet Airways,09-05-2022,Kolkata,Banglore,21:10:00,08:15 10 ,11h 5m,1 stop,14388
Multiple carriers,21-05-2022,Delhi,Cochin,08:45:00,19:00,10h 15m,1 stop,9794
IndiGo,03-06-2022,Kolkata,Banglore,15:15:00,17:45,2h 30m,non-stop,4804
Jet Airways,09-05-2022,Kolkata,Banglore,21:10:00,04:40 10 ,7h 30m,1 stop,9663
GoAir,09-05-2022,Delhi,Cochin,07:25:00,13:35,6h 10m,1 stop,5842
Multiple carriers,03-03-2022,Delhi,Cochin,07:00:00,15:30,8h 30m,1 stop,15603
IndiGo,03-03-2022,Kolkata,Banglore,22:10:00,00:55 04 ,2h 45m,non-stop,5618
IndiGo,03-03-2022,Kolkata,Banglore,14:20:00,16:55,2h 35m,non-stop,6565
SpiceJet,15-04-2022,Delhi,Cochin,17:55:00,22:50,4h 55m,1 stop,5221
Jet Airways,27-06-2022,Delhi,Cochin,09:40:00,19:00,9h 20m,2 stops,10368
Air India,24-06-2022,Delhi,Cochin,20:40:00,09:25 25 ,12h 45m,1 stop,7480
Jet Airways,12-06-2022,Delhi,Cochin,11:45:00,12:35 13 ,24h 50m,2 stops,13882
IndiGo,24-06-2022,Delhi,Cochin,06:50:00,16:10,9h 20m,1 stop,6442
IndiGo,24-06-2022,Banglore,Delhi,07:10:00,10:05,2h 55m,non-stop,4823
SpiceJet,21-05-2022,Kolkata,Banglore,17:10:00,19:40,2h 30m,non-stop,3873
Jet Airways,01-05-2022,Kolkata,Banglore,17:00:00,10:55 02 ,17h 55m,1 stop,12121
IndiGo,27-04-2022,Banglore,Delhi,10:10:00,13:00,2h 50m,non-stop,4423
Air India,24-06-2022,Kolkata,Banglore,14:15:00,16:45,2h 30m,non-stop,5510
Jet Airways,06-04-2022,Banglore,Delhi,08:20:00,11:20,3h,non-stop,7229
Jet Airways,09-06-2022,Delhi,Cochin,19:45:00,12:35 10 ,16h 50m,1 stop,10577
Jet Airways,27-03-2022,Mumbai,Hyderabad,10:20:00,11:50,1h 30m,non-stop,8040
Jet Airways,03-06-2022,Delhi,Cochin,13:00:00,19:00,6h,1 stop,14714
Jet Airways,09-06-2022,Banglore,Delhi,06:00:00,08:45,2h 45m,non-stop,7229
Multiple carriers,21-03-2022,Delhi,Cochin,07:05:00,21:20,14h 15m,2 stops,6653
IndiGo,24-06-2022,Delhi,Cochin,05:05:00,16:10,11h 5m,1 stop,6442
IndiGo,12-05-2022,Kolkata,Banglore,21:25:00,00:05 13 ,2h 40m,non-stop,4804
Air India,09-05-2022,Delhi,Cochin,13:15:00,09:25 10 ,20h 10m,2 stops,9417
Jet Airways,24-05-2022,Kolkata,Banglore,18:55:00,19:50 25 ,24h 55m,1 stop,10844
Jet Airways,12-05-2022,Banglore,Delhi,17:45:00,20:45,3h,non-stop,7229
Jet Airways,06-03-2022,Delhi,Cochin,09:00:00,18:50,9h 50m,1 stop,15400
IndiGo,15-06-2022,Delhi,Cochin,08:30:00,21:00,12h 30m,1 stop,6416
Air India,03-04-2022,Banglore,Delhi,13:20:00,16:10,2h 50m,non-stop,5176
IndiGo,21-03-2022,Delhi,Cochin,16:00:00,01:35 22 ,9h 35m,1 stop,9264
Multiple carriers,06-06-2022,Delhi,Cochin,09:00:00,21:00,12h,1 stop,13587
SpiceJet,01-05-2022,Chennai,Kolkata,08:20:00,10:35,2h 15m,non-stop,3597
Air Asia,27-04-2022,Banglore,Delhi,04:55:00,07:45,2h 50m,non-stop,4282
Jet Airways,27-06-2022,Mumbai,Hyderabad,07:05:00,08:30,1h 25m,non-stop,4995
IndiGo,01-06-2022,Kolkata,Banglore,20:20:00,22:55,2h 35m,non-stop,4804
Jet Airways,06-05-2022,Kolkata,Banglore,06:30:00,16:20,9h 50m,1 stop,10844
Jet Airways,01-06-2022,Delhi,Cochin,21:50:00,12:35 02 ,14h 45m,1 stop,14714
Jet Airways,06-06-2022,Kolkata,Banglore,21:10:00,09:20 07 ,12h 10m,1 stop,14571
Jet Airways,21-03-2022,Banglore,New Delhi,11:40:00,11:25 19 ,23h 45m,1 stop,7832
Jet Airways,01-04-2022,Kolkata,Banglore,20:25:00,18:00 02 ,21h 35m,1 stop,11467
Jet Airways,09-05-2022,Kolkata,Banglore,17:00:00,10:55 10 ,17h 55m,1 stop,10953
IndiGo,09-03-2022,Kolkata,Banglore,20:25:00,23:05,2h 40m,non-stop,4148
SpiceJet,09-05-2022,Kolkata,Banglore,09:00:00,11:25,2h 25m,non-stop,3873
IndiGo,27-04-2022,Banglore,Delhi,22:10:00,01:00 28 ,2h 50m,non-stop,3943
Air Asia,27-03-2022,Delhi,Cochin,16:45:00,22:15,5h 30m,1 stop,6151
Vistara,12-03-2022,Mumbai,Hyderabad,08:45:00,22:55,14h 10m,1 stop,12080
Jet Airways,09-05-2022,Kolkata,Banglore,20:00:00,10:05 10 ,14h 5m,1 stop,13584
IndiGo,06-05-2022,Delhi,Cochin,11:25:00,01:30 07 ,14h 5m,1 stop,6979
Air Asia,09-03-2022,Banglore,New Delhi,23:25:00,02:10 13 ,2h 45m,non-stop,4482
IndiGo,01-04-2022,Kolkata,Banglore,18:05:00,23:30,5h 25m,1 stop,6284
IndiGo,24-05-2022,Kolkata,Banglore,19:35:00,23:15,3h 40m,1 stop,4226
IndiGo,09-03-2022,Delhi,Cochin,06:40:00,16:10,9h 30m,1 stop,6442
Jet Airways,18-05-2022,Delhi,Cochin,19:45:00,04:25 19 ,8h 40m,1 stop,12373
Jet Airways,12-03-2022,Banglore,New Delhi,05:50:00,15:00,9h 10m,1 stop,11297
Air India,24-05-2022,Kolkata,Banglore,10:00:00,01:20 25 ,15h 20m,2 stops,14083
Jet Airways,03-06-2022,Delhi,Cochin,11:00:00,14:15,3h 15m,non-stop,7202
Multiple carriers,21-03-2022,Delhi,Cochin,09:00:00,18:50,9h 50m,1 stop,11667
Jet Airways,24-05-2022,Kolkata,Banglore,18:55:00,18:15 25 ,23h 20m,1 stop,10844
Air India,15-03-2022,Banglore,New Delhi,11:50:00,08:55 16 ,21h 5m,1 stop,5932
Multiple carriers,24-06-2022,Delhi,Cochin,08:45:00,19:15,10h 30m,1 stop,9001
Jet Airways,06-06-2022,Kolkata,Banglore,17:00:00,23:35,6h 35m,1 stop,13469
IndiGo,15-06-2022,Mumbai,Hyderabad,21:20:00,22:50,1h 30m,non-stop,2227
IndiGo,15-05-2022,Delhi,Cochin,07:15:00,12:30,5h 15m,1 stop,5636
Multiple carriers,06-06-2022,Delhi,Cochin,15:05:00,01:30 07 ,10h 25m,2 stops,15965
IndiGo,24-06-2022,Delhi,Cochin,20:25:00,01:30 25 ,5h 5m,1 stop,5054
Multiple carriers,21-03-2022,Delhi,Cochin,07:10:00,16:10,9h,1 stop,5999
IndiGo,01-05-2022,Banglore,Delhi,07:10:00,10:05,2h 55m,non-stop,4823
SpiceJet,12-06-2022,Kolkata,Banglore,11:35:00,18:50,7h 15m,1 stop,8479
Vistara,15-05-2022,Kolkata,Banglore,07:10:00,22:40,15h 30m,1 stop,8452
Jet Airways,03-06-2022,Delhi,Cochin,08:00:00,19:00,11h,1 stop,14924
Air India,03-06-2022,Delhi,Cochin,19:45:00,19:15 04 ,23h 30m,2 stops,10441
Multiple carriers,21-05-2022,Delhi,Cochin,06:00:00,21:00,15h,1 stop,7485
Jet Airways,06-06-2022,Banglore,Delhi,08:20:00,11:20,3h,non-stop,6478
Jet Airways,27-05-2022,Delhi,Cochin,13:25:00,19:00 28 ,29h 35m,2 stops,15129
IndiGo,01-05-2022,Kolkata,Banglore,19:20:00,23:45,4h 25m,1 stop,3809
Jet Airways,24-06-2022,Delhi,Cochin,08:00:00,19:00,11h,1 stop,18581
IndiGo,09-06-2022,Kolkata,Banglore,22:15:00,00:50 10 ,2h 35m,non-stop,5224
IndiGo,09-05-2022,Delhi,Cochin,17:10:00,01:30 10 ,8h 20m,1 stop,8330
Air India,09-06-2022,Banglore,Delhi,10:00:00,12:45,2h 45m,non-stop,6961
Jet Airways,09-06-2022,Delhi,Cochin,08:00:00,19:00,11h,1 stop,10262
IndiGo,21-06-2022,Mumbai,Hyderabad,02:35:00,04:05,1h 30m,non-stop,2754
Multiple carriers,18-05-2022,Delhi,Cochin,15:00:00,01:30 19 ,10h 30m,1 stop,13727
GoAir,27-04-2022,Banglore,Delhi,20:55:00,23:40,2h 45m,non-stop,3898
Jet Airways,12-03-2022,Banglore,New Delhi,22:55:00,12:25 13 ,13h 30m,1 stop,11087
Air Asia,06-04-2022,Banglore,Delhi,23:55:00,02:45 07 ,2h 50m,non-stop,3383
Jet Airways,21-03-2022,Delhi,Cochin,17:30:00,18:50 22 ,25h 20m,1 stop,12557
Jet Airways,21-03-2022,Delhi,Cochin,06:20:00,04:25 22 ,22h 5m,2 stops,8273
Air India,12-03-2022,Mumbai,Hyderabad,10:05:00,19:10,9h 5m,2 stops,9736
Jet Airways,24-06-2022,Delhi,Cochin,17:30:00,19:00 25 ,25h 30m,1 stop,10262
Jet Airways,09-04-2022,Delhi,Cochin,05:30:00,19:00,13h 30m,2 stops,11664
IndiGo,01-05-2022,Banglore,Delhi,23:30:00,02:20 02 ,2h 50m,non-stop,4591
Jet Airways,18-03-2022,Banglore,New Delhi,14:05:00,19:10,5h 5m,1 stop,13502
Air India,27-06-2022,Delhi,Cochin,13:00:00,19:15,6h 15m,1 stop,8372
Air India,21-04-2022,Banglore,Delhi,06:10:00,08:55,2h 45m,non-stop,6121
Vistara,21-03-2022,Banglore,New Delhi,16:00:00,18:35,2h 35m,non-stop,5613
IndiGo,06-04-2022,Delhi,Cochin,06:50:00,12:10,5h 20m,1 stop,5298
Jet Airways,09-03-2022,Delhi,Cochin,02:15:00,19:45,17h 30m,1 stop,15764
Air Asia,15-06-2022,Delhi,Cochin,07:55:00,22:25,14h 30m,1 stop,6253
Jet Airways,18-05-2022,Kolkata,Banglore,05:45:00,12:00,6h 15m,1 stop,8586
Jet Airways,27-03-2022,Delhi,Cochin,06:20:00,04:25 28 ,22h 5m,2 stops,12273
IndiGo,15-05-2022,Mumbai,Hyderabad,21:20:00,22:50,1h 30m,non-stop,2227
Jet Airways,12-06-2022,Banglore,Delhi,19:50:00,22:50,3h,non-stop,5769
Vistara,18-04-2022,Delhi,Cochin,14:40:00,17:50,3h 10m,non-stop,6216
IndiGo,03-06-2022,Delhi,Cochin,02:00:00,07:45,5h 45m,1 stop,6386
Multiple carriers,01-06-2022,Delhi,Cochin,10:00:00,19:15,9h 15m,1 stop,16108
SpiceJet,24-05-2022,Kolkata,Banglore,22:20:00,00:40 25 ,2h 20m,non-stop,3873
IndiGo,09-04-2022,Delhi,Cochin,10:35:00,01:30 10 ,14h 55m,1 stop,6270
Air India,12-04-2022,Banglore,Delhi,21:05:00,23:55,2h 50m,non-stop,5911
Multiple carriers,06-03-2022,Delhi,Cochin,09:10:00,19:15,10h 5m,1 stop,15077
Jet Airways,01-03-2022,Banglore,New Delhi,20:35:00,11:25 02 ,14h 50m,1 stop,31825
SpiceJet,06-05-2022,Kolkata,Banglore,11:35:00,18:50,7h 15m,1 stop,8479
Vistara,12-05-2022,Kolkata,Banglore,07:10:00,09:05 13 ,25h 55m,1 stop,9397
Jet Airways,03-06-2022,Delhi,Cochin,09:00:00,12:35 04 ,27h 35m,1 stop,10262
IndiGo,03-04-2022,Delhi,Cochin,05:35:00,08:50,3h 15m,non-stop,4729
Jet Airways,01-06-2022,Delhi,Cochin,17:30:00,19:00 02 ,25h 30m,1 stop,14714
IndiGo,15-05-2022,Kolkata,Banglore,17:15:00,19:50,2h 35m,non-stop,4804
IndiGo,03-06-2022,Kolkata,Banglore,20:25:00,23:10,2h 45m,non-stop,4804
Air India,01-04-2022,Mumbai,Hyderabad,21:05:00,22:25,1h 20m,non-stop,2050
Multiple carriers,27-03-2022,Delhi,Cochin,07:30:00,19:15,11h 45m,1 stop,8371
Multiple carriers,27-06-2022,Delhi,Cochin,10:00:00,19:00,9h,1 stop,12192
Multiple carriers Premium economy,21-03-2022,Delhi,Cochin,06:00:00,18:50,12h 50m,1 stop,14629
IndiGo,09-04-2022,Banglore,Delhi,18:25:00,21:20,2h 55m,non-stop,4823
Multiple carriers,09-05-2022,Delhi,Cochin,13:00:00,19:15,6h 15m,1 stop,14323
Jet Airways,09-05-2022,Delhi,Cochin,13:25:00,12:35 10 ,23h 10m,2 stops,15129
IndiGo,18-05-2022,Delhi,Cochin,06:40:00,21:00,14h 20m,1 stop,6758
Multiple carriers,21-05-2022,Delhi,Cochin,09:00:00,19:15,10h 15m,1 stop,14848
